id,customer_id,product_id,order_creation_time,sale_quantity,sale_price_per_item,sale_price_before_discount,discount_platform,discount_seller,discount_total,sales_price_after_discount,payment_method_id,order_status
3cde15cb-6600-d968-1dc5-7706160cdd31,49,16,2023-01-03 21:37:29,1,123.00,123.00,0.00,0.00,0.00,123.00,3,2
17bacaac-3c1e-203d-e50f-636e3e507519,674,64,2023-01-03 22:13:19,3,102.00,306.00,21.42,30.60,52.02,253.98,2,2
f8609faa-a810-736c-5ab5-5bf961c76259,478,67,2023-01-03 23:42:52,3,25.99,77.97,0.00,0.00,0.00,77.97,2,1
ef620fdf-3ab6-7043-37d8-bcdc82c24dfe,174,35,2023-01-04 01:29:02,3,37.95,113.85,0.00,0.00,0.00,113.85,4,2
f783437e-d7aa-6113-8038-2056c1e86ad0,258,98,2023-01-04 01:51:24,1,161.95,161.95,3.24,3.24,6.48,155.47,6,2
b29f605e-10bd-7863-36d9-838e7dbaed6f,224,61,2023-01-04 02:28:39,2,93.95,187.90,0.00,0.00,0.00,187.90,1,1
af731e02-0510-573c-c00c-23c868456c3c,989,9,2023-01-04 05:52:56,3,126.00,378.00,0.00,0.00,0.00,378.00,7,1
02bb9b45-b228-41c0-82dd-6a674d937504,372,86,2023-01-04 06:04:11,3,79.00,237.00,7.11,0.00,7.11,229.89,7,2
305d67c2-949c-8ed4-de5a-55554aba0fda,455,72,2023-01-04 06:06:47,2,108.99,217.98,0.00,23.98,23.98,194.00,5,2
6b584318-8da3-af7f-0f76-53f502e674ad,964,72,2023-01-04 07:49:08,1,108.99,108.99,0.00,0.00,0.00,108.99,3,1
49a56828-d8bc-d302-157d-80e14517a27e,105,12,2023-01-04 08:11:12,1,136.95,136.95,0.00,0.00,0.00,136.95,6,3
21776a69-9da2-864d-8ac9-7842107130f7,63,27,2023-01-04 08:53:45,3,53.99,161.97,4.86,0.00,4.86,157.11,3,1
37b970ab-91a6-5427-5560-ef16f9b259e4,669,12,2023-01-04 09:26:46,2,136.95,273.90,0.00,30.13,30.13,243.77,4,3
8414318a-35ac-392e-4824-df6af115a60a,836,4,2023-01-04 09:27:19,2,65.99,131.98,0.00,0.00,0.00,131.98,4,1
a1744caa-97cf-3f2f-b192-f326e5d0dce5,895,63,2023-01-04 10:35:22,2,21.95,43.90,0.00,0.00,0.00,43.90,7,3
6e583999-ecb1-0c5b-04fb-37d5a437e7dd,872,99,2023-01-04 13:20:42,1,35.95,35.95,0.00,1.80,1.80,34.15,7,1
95824ae5-27e6-41ad-3ca2-4af82577ce99,676,102,2023-01-04 15:11:49,3,0.00,0.00,0.00,0.00,0.00,0.00,1,2
04fd92df-cb5d-58d8-1e7f-d6303be7a4a3,713,16,2023-01-04 17:12:18,3,123.00,369.00,0.00,25.83,25.83,343.17,5,1
843533fb-68ce-6d51-e6a6-505b04adf21f,238,5,2023-01-04 18:40:45,2,93.99,187.98,0.00,20.68,20.68,167.30,5,1
648014d4-8aa2-2d5d-1039-fe9be8fd257f,119,28,2023-01-04 19:37:05,1,108.00,108.00,16.20,8.64,24.84,83.16,1,2
15978be2-869a-f7c8-9e84-f0fefe935899,40,13,2023-01-04 20:47:16,2,86.99,173.98,1.74,15.66,17.40,156.58,4,2
a3dbea5f-4e90-06b9-ed0b-3f40deda4454,778,95,2023-01-04 21:23:05,1,58.95,58.95,0.00,0.00,0.00,58.95,2,2
d89079e8-1217-e4d8-a5ff-a9a475be1b10,550,59,2023-01-04 23:08:17,3,24.95,74.85,4.49,10.48,14.97,59.88,5,2
06209cd8-a073-a5ac-c3f4-6b52d999bd7d,681,18,2023-01-04 23:42:10,2,135.00,270.00,10.80,27.00,37.80,232.20,5,2
3d6306a6-8e18-b67c-61a6-227df6b9d8c3,460,41,2023-01-05 03:01:55,3,24.99,74.97,5.25,7.50,12.75,62.22,1,3
64810141-7c58-fee5-aeae-3e39e86c9f65,946,32,2023-01-05 04:26:53,3,60.95,182.85,7.31,0.00,7.31,175.54,4,1
a1753217-7b82-3e73-f5fa-f2e3562d6d8e,847,70,2023-01-05 06:17:06,1,60.95,60.95,1.83,0.00,1.83,59.12,6,2
8e766b8e-179f-92eb-48a9-2ad490b990ad,669,81,2023-01-05 07:10:50,3,56.99,170.97,0.00,3.42,3.42,167.55,5,1
8411186a-1662-5d43-b473-d01731d582af,256,85,2023-01-05 07:33:42,1,76.99,76.99,0.00,0.00,0.00,76.99,4,3
69b7de53-ee40-c0a9-234d-5d8bac0b68ba,416,101,2023-01-05 11:27:24,2,0.00,0.00,0.00,0.00,0.00,0.00,6,1
c31232c8-455a-e431-8dc9-d368fd64d61e,942,99,2023-01-05 16:38:50,2,35.95,71.90,7.91,0.00,7.91,63.99,7,2
3fb3568d-6ecc-07c0-1bed-13d5ca93691c,293,35,2023-01-05 18:07:51,1,37.95,37.95,0.00,0.38,0.38,37.57,4,1
7ac042ae-3a74-f079-4403-f2dae7aa6e38,366,34,2023-01-05 18:32:14,2,54.95,109.90,9.89,2.20,12.09,97.81,4,2
f56499d9-8588-c4b0-8f85-ee6483f4ec70,971,88,2023-01-05 18:41:06,3,42.95,128.85,1.29,14.17,15.46,113.39,3,2
904c6702-dced-20d0-b03d-ddc55c4fd66d,895,9,2023-01-05 19:17:49,3,126.00,378.00,0.00,0.00,0.00,378.00,3,3
807c014b-38d4-2040-20d6-ab42a81cf6ee,887,89,2023-01-05 19:31:15,3,108.00,324.00,0.00,0.00,0.00,324.00,4,2
ad90e354-29cd-bade-21bd-ee2abaa8cca6,164,82,2023-01-05 20:27:22,3,62.99,188.97,0.00,24.57,24.57,164.40,4,3
40e41a49-7bf8-9269-d375-ca313534fd0f,628,26,2023-01-05 22:07:30,3,96.95,290.85,0.00,0.00,0.00,290.85,3,3
0971e5e9-bd40-996f-1789-e4ae394e83bb,843,45,2023-01-05 23:14:07,1,23.00,23.00,0.00,0.00,0.00,23.00,6,2
5dc24f90-b8f1-e04b-2916-7255792cc05e,318,64,2023-01-06 00:07:46,1,102.00,102.00,11.22,0.00,11.22,90.78,6,1
47754de7-b76c-f3c8-c488-3606a0b48e82,931,65,2023-01-06 01:23:20,3,11.95,35.85,1.43,0.00,1.43,34.42,4,3
16ef2057-c8f7-af88-3530-90140bcb4952,179,67,2023-01-06 01:39:56,2,25.99,51.98,0.52,0.00,0.52,51.46,4,1
9c0c1c47-65db-be16-06fd-d0bf0e9283c1,460,65,2023-01-06 02:38:03,3,11.95,35.85,0.00,5.38,5.38,30.47,3,2
c4f2eadb-3045-0914-6f9f-1f42fd1559e4,15,66,2023-01-06 02:45:24,3,23.95,71.85,0.00,7.19,7.19,64.66,2,3
5b277c1e-4a6e-9b24-40fb-e22aeafcf66e,455,64,2023-01-06 04:29:37,1,102.00,102.00,2.04,0.00,2.04,99.96,6,2
b3c605fe-d2f1-efe5-9187-01640b60a91c,931,4,2023-01-06 06:08:52,2,65.99,131.98,10.56,0.00,10.56,121.42,1,2
f74e220f-ae05-407d-70c5-cc7078d62862,441,95,2023-01-06 11:14:07,2,58.95,117.90,14.15,0.00,14.15,103.75,7,2
dec4f2e6-1a94-6e16-fed8-87b86f14cd93,715,27,2023-01-06 12:02:07,3,53.99,161.97,12.96,0.00,12.96,149.01,3,1
15e4cfd0-b775-7868-4a7b-0ea3ac92cf14,420,42,2023-01-06 13:18:58,1,83.00,83.00,4.15,4.15,8.30,74.70,4,3
da2e2304-b0ba-e300-c30c-440a1c24ef49,307,83,2023-01-06 13:25:21,3,11.00,33.00,3.30,2.97,6.27,26.73,2,3
aa0fdf88-2bf7-1f09-c03b-f21241739bcc,3,13,2023-01-06 17:35:10,2,86.99,173.98,0.00,26.10,26.10,147.88,7,2
a9f73cbf-3476-676d-0224-96fb227ae458,841,58,2023-01-06 18:15:50,2,75.99,151.98,0.00,0.00,0.00,151.98,3,2
093e1fb0-866a-cd0c-f23b-5bca17c00c43,298,76,2023-01-06 18:42:26,2,101.00,202.00,0.00,8.08,8.08,193.92,2,3
b125276d-daa6-7068-65a8-e512ff494ff3,173,102,2023-01-06 21:08:43,1,0.00,0.00,0.00,0.00,0.00,0.00,4,2
6090199a-555c-eece-271e-5a584427e856,354,45,2023-01-06 21:45:46,1,23.00,23.00,0.00,2.30,2.30,20.70,6,2
c1457d8e-c90e-94d2-d9ca-99da4821c401,728,2,2023-01-06 23:44:22,3,96.99,290.97,0.00,0.00,0.00,290.97,7,1
45ed4bfb-00cf-ee02-81ec-1d6ef82e734b,465,96,2023-01-07 00:11:44,1,143.95,143.95,10.08,0.00,10.08,133.87,4,3
7a139647-aa2e-8713-4360-5625f944344b,817,97,2023-01-07 00:56:45,3,120.00,360.00,0.00,10.80,10.80,349.20,6,2
5dd541f6-e227-0e56-cdae-92dc884af575,756,39,2023-01-07 04:09:49,2,60.00,120.00,0.00,0.00,0.00,120.00,3,3
074af57a-8e3f-46f8-714e-dc68e616c009,423,75,2023-01-07 06:17:50,3,43.95,131.85,15.82,13.19,29.01,102.84,3,3
0cc780bb-3d0b-0f0e-6b01-93a049b1c40a,839,34,2023-01-07 06:53:09,2,54.95,109.90,8.79,0.00,8.79,101.11,4,1
e9544705-8851-b1bd-1c38-0f504f3be44a,410,24,2023-01-07 07:12:09,2,156.00,312.00,3.12,18.72,21.84,290.16,4,3
074b1f75-aa62-ef51-03ef-b3372f9f69c9,793,15,2023-01-07 07:55:43,2,87.99,175.98,15.84,0.00,15.84,160.14,4,1
00ac52d8-2180-fce0-0753-0dbf96cd1cad,382,50,2023-01-07 08:06:19,1,91.95,91.95,0.00,7.36,7.36,84.59,2,1
dbe908d8-c684-f5bf-755d-87854bc959df,643,92,2023-01-07 08:15:17,3,77.99,233.97,18.72,11.70,30.42,203.55,1,1
92dfee47-9bd8-60f0-18ee-a6cd350cc6c1,362,77,2023-01-07 08:55:51,2,9.00,18.00,0.18,1.80,1.98,16.02,6,3
4c0daffb-f905-65ef-8c8e-1d596e293120,368,32,2023-01-07 12:07:35,2,60.95,121.90,0.00,3.66,3.66,118.24,2,2
d592b3d8-9cb5-7700-5cb7-c1cf13c95b56,344,25,2023-01-07 12:28:31,3,85.95,257.85,0.00,0.00,0.00,257.85,6,2
f57173f3-af61-b19f-374e-70a1180fe80a,206,32,2023-01-07 20:41:09,1,60.95,60.95,3.66,4.88,8.54,52.41,1,3
c917fba6-aff1-b6f7-c63c-68f5dba1958a,583,95,2023-01-07 22:30:15,2,58.95,117.90,0.00,14.15,14.15,103.75,7,1
fafdf340-9d6e-d73e-1208-582294a7cc48,38,51,2023-01-07 22:40:08,1,77.99,77.99,0.00,10.14,10.14,67.85,4,3
faf9615b-143a-4e96-d992-248900c1ea24,775,95,2023-01-07 23:05:55,1,58.95,58.95,0.00,0.00,0.00,58.95,3,3
c343f109-0b8a-20af-e18e-5a5be25edb2c,952,32,2023-01-07 23:12:51,3,60.95,182.85,0.00,0.00,0.00,182.85,4,1
8e75474b-a92e-9e1c-c5a3-af18e6057cdb,240,47,2023-01-08 02:18:23,2,105.00,210.00,27.30,14.70,42.00,168.00,6,2
abc0645c-c0d6-cc50-b68a-02d655121bba,631,43,2023-01-08 11:08:53,1,73.95,73.95,3.70,5.92,9.62,64.33,5,2
062ea73b-2036-56a8-e1bf-8887eca20d2f,2,56,2023-01-08 13:40:22,3,73.95,221.85,0.00,0.00,0.00,221.85,2,3
3edb6aa9-9862-624c-cd9b-eb273c1d7a9f,127,79,2023-01-08 14:42:13,1,36.00,36.00,1.44,1.80,3.24,32.76,3,3
cd8abced-8c51-b16e-fbeb-cc7a2bfe8fff,436,95,2023-01-08 16:03:55,1,58.95,58.95,6.48,0.00,6.48,52.47,3,1
b83a1279-f1b2-ebd3-c087-b05cee9343de,846,97,2023-01-08 16:52:25,3,120.00,360.00,7.20,0.00,7.20,352.80,1,2
41b25f20-3f23-4343-1dc1-ef905873fab7,586,88,2023-01-09 00:30:22,1,42.95,42.95,4.72,2.58,7.30,35.65,1,3
1985c5e6-f917-0de2-d074-d7a8d7782000,26,43,2023-01-09 00:50:41,3,73.95,221.85,2.22,0.00,2.22,219.63,5,3
3fe57123-962d-c795-1a37-2ea2dcb17d8b,679,95,2023-01-09 01:30:50,1,58.95,58.95,8.84,0.00,8.84,50.11,7,3
6ec6e33f-e86a-f47c-dadc-a5656dd0155d,504,2,2023-01-09 01:55:20,3,96.99,290.97,37.83,5.82,43.65,247.32,6,1
cc0bbc22-35bd-79d1-fe23-c87acecd932f,189,15,2023-01-09 05:09:06,3,87.99,263.97,34.32,31.68,66.00,197.97,6,1
f63fba0e-47b8-b280-e077-d29115a87d17,487,81,2023-01-09 05:41:00,2,56.99,113.98,10.26,0.00,10.26,103.72,2,2
9c594f8e-67b4-a6a6-d978-18cd3daa960d,717,2,2023-01-09 06:55:38,3,96.99,290.97,23.28,26.19,49.47,241.50,6,2
e39439a1-3b48-87f6-5d2b-3bc7fb3c65b6,750,32,2023-01-09 07:37:02,3,60.95,182.85,27.43,0.00,27.43,155.42,6,2
30ab08fb-3a49-8546-5f31-6fad67d416e2,46,26,2023-01-09 08:10:20,2,96.95,193.90,3.88,19.39,23.27,170.63,7,1
1804428f-2d68-0590-0f1d-db345a6522e3,945,75,2023-01-09 08:54:20,3,43.95,131.85,10.55,7.91,18.46,113.39,5,3
708d84f9-1d0e-b0b7-4aa8-e4b0bc3b0a7d,957,70,2023-01-09 09:18:08,3,60.95,182.85,0.00,25.60,25.60,157.25,6,3
3f75a5e6-93a0-fff0-6d6e-f4035218e967,673,97,2023-01-09 11:37:30,1,120.00,120.00,1.20,0.00,1.20,118.80,3,1
6b3f4da4-9516-6736-ffa7-ed9ad9712057,340,83,2023-01-09 11:41:18,1,11.00,11.00,0.00,0.88,0.88,10.12,5,1
528b44d3-5112-ce02-2f9b-7c57c55e929b,703,89,2023-01-09 15:05:53,3,108.00,324.00,0.00,0.00,0.00,324.00,6,1
7da3a2a6-81b7-06c3-a225-01af69ebc40d,919,95,2023-01-09 16:10:33,3,58.95,176.85,1.77,0.00,1.77,175.08,2,3
f9c53d3b-98ae-0a0a-50bf-b3df9b1c801c,421,84,2023-01-09 16:35:54,1,57.95,57.95,0.00,5.22,5.22,52.73,1,3
ac86794b-4784-64c9-2e2a-81eeaedd34ec,16,99,2023-01-09 19:37:48,2,35.95,71.90,0.00,4.31,4.31,67.59,7,1
d17214c4-917f-e3b2-a852-5c8b560d4edd,186,4,2023-01-09 20:21:46,2,65.99,131.98,10.56,5.28,15.84,116.14,6,1
335bd58f-e204-a16d-f524-aa6d6d4319b3,575,3,2023-01-09 22:36:03,1,60.00,60.00,0.00,0.00,0.00,60.00,4,2
a7a80d74-0ede-ed5b-cf5f-d61807100826,462,96,2023-01-10 02:09:24,3,143.95,431.85,25.91,0.00,25.91,405.94,2,1
a62903b2-476c-f786-9fc7-3a8ecfa519ef,851,4,2023-01-10 07:35:04,3,65.99,197.97,15.84,0.00,15.84,182.13,4,2
62b92e12-8a2d-5548-131a-5fb11b01d907,945,20,2023-01-10 10:38:11,2,64.99,129.98,0.00,0.00,0.00,129.98,1,3
87ffdf55-9372-4cf6-8a3b-18faf6238987,123,21,2023-01-10 11:31:44,3,133.95,401.85,4.02,0.00,4.02,397.83,4,2
57b3f492-e4c7-0d62-1678-b867af164a2c,681,12,2023-01-10 13:04:30,3,136.95,410.85,0.00,49.30,49.30,361.55,7,1
49777d6d-9d33-0712-4c98-28adfd931569,732,72,2023-01-10 16:35:03,1,108.99,108.99,15.26,0.00,15.26,93.73,6,2
f38cbe14-e95a-e97c-a025-cb213293ae79,986,47,2023-01-10 20:22:28,2,105.00,210.00,0.00,0.00,0.00,210.00,2,2
dbf7d19b-44b1-4759-8435-4f85a2dabd7b,584,3,2023-01-10 21:12:52,1,60.00,60.00,1.80,0.00,1.80,58.20,1,3
764feca6-2f98-0565-e739-345944199052,266,1,2023-01-10 21:15:26,1,51.95,51.95,0.00,0.00,0.00,51.95,7,3
7ec8dbec-cbe0-5931-299a-e5a6f3805a87,868,31,2023-01-10 21:24:29,3,14.99,44.97,0.00,0.00,0.00,44.97,3,1
05cee511-d538-6b97-8037-82144fc2125b,68,41,2023-01-10 23:40:39,1,24.99,24.99,0.00,0.00,0.00,24.99,7,3
4183abc5-90a4-f9cb-436e-65f48a92f5bf,744,28,2023-01-11 01:11:12,1,108.00,108.00,7.56,0.00,7.56,100.44,2,1
ffc1c7a5-cd7a-c776-2148-c99d7bb58693,294,105,2023-01-11 01:13:05,3,0.00,0.00,0.00,0.00,0.00,0.00,3,3
a3b8b8df-f820-28c7-2d28-7dca8b20c67a,804,74,2023-01-11 02:47:18,1,127.99,127.99,0.00,5.12,5.12,122.87,7,2
310af152-51e4-b4b5-b0a3-6d073a4eb71b,927,54,2023-01-11 05:13:26,1,109.00,109.00,4.36,0.00,4.36,104.64,3,3
ffbe1e25-fcf0-26bc-70fe-a2bd2fa5c34b,713,87,2023-01-11 05:19:40,1,32.99,32.99,0.00,0.00,0.00,32.99,7,2
c15ae13f-d972-1de9-5e10-5d857c241356,258,102,2023-01-11 09:31:55,1,0.00,0.00,0.00,0.00,0.00,0.00,3,2
6501a1df-cbab-a971-f1d7-ddb6634b45a3,13,13,2023-01-11 09:52:17,3,86.99,260.97,0.00,7.83,7.83,253.14,1,2
9f173e24-0b89-51c7-9e7a-f7c85a15df7c,472,48,2023-01-11 14:03:07,1,64.99,64.99,5.85,0.00,5.85,59.14,4,1
88bc2415-35bf-3e8b-a929-74f752c08d05,121,100,2023-01-11 14:53:56,3,65.95,197.85,0.00,0.00,0.00,197.85,4,1
1a2d43cd-c520-a909-1042-3f83eb077c21,751,33,2023-01-11 15:04:21,3,110.95,332.85,0.00,3.33,3.33,329.52,7,1
048b8abc-ab3a-8bba-9ca3-da3065127554,640,104,2023-01-11 17:36:26,3,0.00,0.00,0.00,0.00,0.00,0.00,3,1
7250100c-766e-e171-f5b8-13e53ad7caa8,992,105,2023-01-11 20:26:59,1,0.00,0.00,0.00,0.00,0.00,0.00,4,1
8a1a9a2d-80c7-03b4-9f3a-308fe6d248f5,624,70,2023-01-11 21:56:36,1,60.95,60.95,0.00,6.10,6.10,54.85,4,1
b8ab18aa-87f8-8189-4aa4-2d45aae854f8,198,41,2023-01-12 00:11:32,1,24.99,24.99,0.00,0.00,0.00,24.99,7,3
f0403886-2e8f-cca7-48fa-5b69a7a09591,251,66,2023-01-12 00:22:46,1,23.95,23.95,0.00,0.00,0.00,23.95,6,1
e0db3206-cfc9-393f-4734-23cbd7712381,772,88,2023-01-12 01:40:07,1,42.95,42.95,2.58,0.00,2.58,40.37,1,1
d33a98c5-134e-3c33-a5d4-c587b0d44dfd,960,79,2023-01-12 03:43:43,2,36.00,72.00,0.00,5.76,5.76,66.24,3,3
2f93caae-dafd-dc1a-046b-7e37663d8fd9,32,81,2023-01-12 06:15:21,1,56.99,56.99,2.85,0.00,2.85,54.14,7,1
d8192056-1434-1269-94b9-b1391a3ec45f,804,74,2023-01-12 06:29:32,2,127.99,255.98,15.36,23.04,38.40,217.58,7,2
0f3f5de0-76e5-ce9b-ddaf-01347b90d430,369,2,2023-01-12 08:02:24,3,96.99,290.97,0.00,0.00,0.00,290.97,7,3
ea840f68-ab6e-8371-a676-d463644777fc,669,15,2023-01-12 10:23:35,1,87.99,87.99,3.52,0.00,3.52,84.47,1,3
11bcf09e-9a55-8afa-97cc-168949f06529,294,3,2023-01-12 11:35:32,2,60.00,120.00,1.20,6.00,7.20,112.80,2,2
8e11115a-7e00-0f6f-49f1-082be2d2ce93,158,22,2023-01-12 17:06:28,3,51.99,155.97,15.60,0.00,15.60,140.37,4,1
b00b7672-8792-7e20-e050-298f8e155c48,656,52,2023-01-12 18:14:22,2,85.00,170.00,0.00,0.00,0.00,170.00,4,1
5d0d844d-4085-4054-dc01-e417754e5f6a,793,6,2023-01-12 21:59:57,2,115.00,230.00,0.00,4.60,4.60,225.40,1,1
1cf033f7-82af-dc5d-ee9f-ebda5d967de5,510,19,2023-01-12 22:39:50,3,16.00,48.00,2.88,0.00,2.88,45.12,4,1
ff3eb77b-c4ac-8f19-b1d4-999f15e0b7c8,179,24,2023-01-12 23:14:34,1,156.00,156.00,0.00,0.00,0.00,156.00,5,1
326a80d4-6dde-18f0-0fde-ec7e95502530,263,3,2023-01-13 03:17:01,2,60.00,120.00,0.00,7.20,7.20,112.80,5,1
a486f428-6bf4-e6de-aae0-870d385b7cbf,982,30,2023-01-13 04:14:07,1,11.95,11.95,0.12,0.00,0.12,11.83,4,3
252545d9-d5b2-ad8f-3fdf-99676859ce29,85,57,2023-01-13 08:45:46,2,84.99,169.98,18.70,15.30,34.00,135.98,1,3
3cebad89-12c1-99b3-e2dc-ae82cbfd13be,579,19,2023-01-13 09:30:03,1,16.00,16.00,2.40,0.80,3.20,12.80,1,1
9d83e9ef-81ea-813d-e70d-30337f5c520f,865,81,2023-01-13 09:35:35,1,56.99,56.99,6.84,6.27,13.11,43.88,7,2
b0751aa5-1f4f-584b-a9e4-c4d873891bd0,122,21,2023-01-13 10:32:38,2,133.95,267.90,0.00,0.00,0.00,267.90,6,1
c8259f26-1645-097a-8a6f-60cdb9ddc2c5,292,32,2023-01-13 10:40:08,3,60.95,182.85,14.63,25.60,40.23,142.62,3,2
173947d0-0b3f-f43e-3c49-3b2bd47b8266,87,83,2023-01-13 11:27:50,2,11.00,22.00,0.00,0.00,0.00,22.00,6,2
a92e88ae-7c06-6d78-b2f7-feed9772bc92,22,100,2023-01-13 13:20:31,2,65.95,131.90,0.00,0.00,0.00,131.90,7,2
7ff56eb4-9c57-e13c-0867-6732caf9380e,45,63,2023-01-13 15:47:52,2,21.95,43.90,6.59,0.00,6.59,37.31,6,3
