customer_id,product_id,order_creation_time,sale_quantity,sale_price_per_item,sale_price_before_discount,discount_platform,discount_seller,discount_total,sales_price_after_discount,payment_method_id,order_status
273,75,2023-01-15 02:54:10,1,43.95,43.95,1.32,1.76,3.08,40.87,7,3
838,85,2023-01-15 05:06:38,1,76.99,76.99,0.0,4.62,4.62,72.37,3,1
522,16,2023-01-15 07:50:34,3,123.0,369.0,0.0,0.0,0.0,369.0,5,2
953,87,2023-01-15 15:28:26,1,32.99,32.99,3.63,0.0,3.63,29.36,4,3
107,49,2023-01-15 17:51:35,1,150.95,150.95,22.64,0.0,22.64,128.31,2,3
499,86,2023-01-15 18:34:34,1,79.0,79.0,0.0,5.53,5.53,73.47,5,3
286,37,2023-01-15 19:02:37,1,150.0,150.0,15.0,19.5,34.5,115.5,4,2
966,84,2023-01-15 20:04:09,1,57.95,57.95,0.58,0.0,0.58,57.37,7,1
900,98,2023-01-15 21:06:30,3,161.95,485.85,0.0,0.0,0.0,485.85,4,3
583,78,2023-01-15 23:42:04,2,102.99,205.98,0.0,0.0,0.0,205.98,3,3
319,10,2023-01-16 01:54:40,2,118.0,236.0,2.36,11.8,14.16,221.84,2,1
195,74,2023-01-16 03:20:32,1,127.99,127.99,15.36,2.56,17.92,110.07,3,1
216,28,2023-01-16 06:40:42,3,108.0,324.0,0.0,16.2,16.2,307.8,5,2
511,59,2023-01-16 08:12:52,1,24.95,24.95,0.0,0.0,0.0,24.95,5,3
939,75,2023-01-16 09:27:31,3,43.95,131.85,0.0,0.0,0.0,131.85,7,1
232,19,2023-01-16 12:04:26,2,16.0,32.0,0.0,0.0,0.0,32.0,3,2
241,42,2023-01-16 12:59:13,1,83.0,83.0,8.3,0.0,8.3,74.7,1,3
985,89,2023-01-16 13:01:03,2,108.0,216.0,10.8,0.0,10.8,205.2,7,3
486,29,2023-01-16 14:23:38,3,85.0,255.0,33.15,20.4,53.55,201.45,3,2
286,72,2023-01-16 15:11:22,2,108.99,217.98,17.44,0.0,17.44,200.54,6,1
985,65,2023-01-16 15:24:27,3,11.95,35.85,4.3,0.0,4.3,31.55,6,1
91,39,2023-01-16 18:03:54,3,60.0,180.0,0.0,0.0,0.0,180.0,5,2
446,17,2023-01-16 18:35:01,2,145.0,290.0,0.0,14.5,14.5,275.5,7,2
971,10,2023-01-16 19:54:23,1,118.0,118.0,1.18,0.0,1.18,116.82,7,3
449,13,2023-01-16 22:51:23,2,86.99,173.98,26.1,0.0,26.1,147.88,1,1
438,95,2023-01-17 00:23:57,1,58.95,58.95,4.13,0.0,4.13,54.82,4,1
455,100,2023-01-17 05:07:07,2,65.95,131.9,0.0,0.0,0.0,131.9,1,1
795,71,2023-01-17 07:29:50,3,36.95,110.85,11.09,14.41,25.5,85.35,5,2
362,62,2023-01-17 11:02:15,3,13.95,41.85,2.51,4.19,6.7,35.15,7,3
735,102,2023-01-17 12:47:41,3,0.0,0.0,0.0,0.0,0.0,0.0,1,2
74,20,2023-01-17 15:09:17,3,64.99,194.97,21.45,19.5,40.95,154.02,3,3
793,2,2023-01-17 20:35:37,2,96.99,193.98,0.0,29.1,29.1,164.88,5,2
520,85,2023-01-17 23:06:18,1,76.99,76.99,0.0,0.0,0.0,76.99,2,2
103,63,2023-01-18 00:37:04,1,21.95,21.95,0.0,0.0,0.0,21.95,3,2
164,86,2023-01-18 02:16:24,1,79.0,79.0,0.0,0.0,0.0,79.0,4,3
654,102,2023-01-18 02:23:45,3,0.0,0.0,0.0,0.0,0.0,0.0,3,2
212,74,2023-01-18 03:12:44,1,127.99,127.99,0.0,0.0,0.0,127.99,7,1
670,100,2023-01-18 04:14:50,3,65.95,197.85,0.0,0.0,0.0,197.85,2,3
718,29,2023-01-18 07:07:24,2,85.0,170.0,0.0,10.2,10.2,159.8,6,1
611,8,2023-01-18 09:16:14,2,126.95,253.9,0.0,22.85,22.85,231.05,5,3
623,45,2023-01-18 09:39:13,1,23.0,23.0,1.15,2.3,3.45,19.55,1,2
923,45,2023-01-18 11:34:59,1,23.0,23.0,1.61,0.0,1.61,21.39,3,3
273,35,2023-01-18 14:09:45,1,37.95,37.95,2.66,0.0,2.66,35.29,7,2
473,43,2023-01-18 15:37:35,2,73.95,147.9,0.0,0.0,0.0,147.9,1,3
116,79,2023-01-18 16:48:54,1,36.0,36.0,4.32,1.8,6.12,29.88,5,1
61,42,2023-01-18 18:08:30,2,83.0,166.0,11.62,0.0,11.62,154.38,2,3
212,60,2023-01-18 20:30:25,1,8.99,8.99,0.0,0.99,0.99,8.0,4,3
827,26,2023-01-18 20:46:54,1,96.95,96.95,0.0,8.73,8.73,88.22,3,3
408,57,2023-01-18 22:15:31,3,84.99,254.97,20.4,0.0,20.4,234.57,7,1
480,32,2023-01-19 01:05:40,3,60.95,182.85,12.8,5.49,18.29,164.56,7,1
109,74,2023-01-19 01:15:19,3,127.99,383.97,0.0,23.04,23.04,360.93,1,3
645,42,2023-01-19 01:27:23,1,83.0,83.0,0.83,12.45,13.28,69.72,3,2
450,76,2023-01-19 04:15:10,2,101.0,202.0,16.16,0.0,16.16,185.84,6,2
220,105,2023-01-19 06:37:52,1,0.0,0.0,0.0,0.0,0.0,0.0,5,2
149,61,2023-01-19 07:15:13,1,93.95,93.95,12.21,14.09,26.3,67.65,1,3
125,21,2023-01-19 10:56:15,2,133.95,267.9,0.0,0.0,0.0,267.9,6,2
215,39,2023-01-19 13:38:57,1,60.0,60.0,0.0,6.6,6.6,53.4,2,1
84,82,2023-01-19 16:54:03,1,62.99,62.99,0.0,0.0,0.0,62.99,7,1
735,45,2023-01-19 20:15:14,1,23.0,23.0,0.46,0.0,0.46,22.54,4,2
954,62,2023-01-19 21:06:35,3,13.95,41.85,0.0,2.09,2.09,39.76,5,1
824,43,2023-01-19 23:32:24,2,73.95,147.9,0.0,0.0,0.0,147.9,5,2
879,45,2023-01-20 00:53:27,3,23.0,69.0,6.21,0.0,6.21,62.79,4,3
862,99,2023-01-20 01:19:13,3,35.95,107.85,0.0,14.02,14.02,93.83,7,3
286,64,2023-01-20 02:37:05,2,102.0,204.0,18.36,0.0,18.36,185.64,6,2
761,34,2023-01-20 02:44:41,1,54.95,54.95,6.04,1.65,7.69,47.26,3,1
899,48,2023-01-20 03:57:33,1,64.99,64.99,0.0,0.0,0.0,64.99,3,2
124,9,2023-01-20 05:07:50,1,126.0,126.0,0.0,0.0,0.0,126.0,4,3
452,3,2023-01-20 05:28:34,1,60.0,60.0,0.0,1.2,1.2,58.8,7,2
361,101,2023-01-20 06:06:07,2,0.0,0.0,0.0,0.0,0.0,0.0,1,1
301,39,2023-01-20 10:17:31,1,60.0,60.0,0.0,6.0,6.0,54.0,5,3
119,51,2023-01-20 14:15:07,3,77.99,233.97,0.0,0.0,0.0,233.97,1,2
40,98,2023-01-20 14:20:05,1,161.95,161.95,8.1,14.58,22.68,139.27,7,1
34,23,2023-01-20 14:28:25,2,84.95,169.9,20.39,10.19,30.58,139.32,1,1
640,61,2023-01-20 14:57:11,3,93.95,281.85,0.0,0.0,0.0,281.85,2,2
421,75,2023-01-20 17:07:42,2,43.95,87.9,0.0,0.0,0.0,87.9,3,3
535,98,2023-01-20 19:13:18,2,161.95,323.9,16.2,12.96,29.16,294.74,3,2
547,54,2023-01-20 20:34:40,1,109.0,109.0,0.0,11.99,11.99,97.01,5,1
308,86,2023-01-21 00:14:49,3,79.0,237.0,28.44,0.0,28.44,208.56,4,1
540,59,2023-01-21 01:34:52,2,24.95,49.9,5.99,0.0,5.99,43.91,6,3
876,6,2023-01-21 01:53:14,3,115.0,345.0,3.45,0.0,3.45,341.55,3,1
23,39,2023-01-21 04:29:52,1,60.0,60.0,1.8,0.0,1.8,58.2,4,1
165,45,2023-01-21 04:46:38,2,23.0,46.0,0.0,0.0,0.0,46.0,4,3
151,7,2023-01-21 08:42:58,1,55.99,55.99,2.8,3.36,6.16,49.83,2,3
469,7,2023-01-21 12:38:20,3,55.99,167.97,0.0,0.0,0.0,167.97,5,3
